timestamp;lat [deg];lon [deg];sog [kn];draught [m];heading [deg];cog [deg];rot [deg/min];zone  [UTM];band  [UTM];easting [UTM];northing [UTM];STATE
2023-09-04T23:59:40;-7.00024166667;112.684481667;11.1;-1;215;216.5;0;49;M;686078;9225890;P1
2023-09-04T23:59:51;-7.000705;112.684143333;11.1;-1;215;216.1;0;49;M;686041;9225839;P1
2023-09-05T00:00:00;-7.00107833333;112.683866667;11.1;-1;215;216.4;0;49;M;686010;9225798;P1
2023-09-05T00:00:10;-7.00153833333;112.683525;11.1;-1;214;216.4;0;49;M;685972;9225747;P1
2023-09-05T00:00:20;-7.00195833333;112.683221667;11.1;-1;213;215.8;0;49;M;685938;9225701;P1
2023-09-05T00:00:30;-7.00234166667;112.682958333;11.1;-1;212;214.9;0;49;M;685909;9225659;P1
2023-09-05T00:00:40;-7.00277;112.682671667;11.1;-1;211;214.0;0;49;M;685877;9225612;P1
2023-09-05T00:00:51;-7.00324666667;112.682365;11.1;-1;210;213.0;0;49;M;685843;9225559;P1
2023-09-05T00:01:00;-7.00364333333;112.682121667;11.1;-1;210;211.7;0;49;M;685816;9225515;P1
2023-09-05T00:01:10;-7.00412;112.681825;11.1;-1;210;211.9;0;49;M;685783;9225463;P1
2023-09-05T00:01:30;-7.00495666667;112.681315;11.0;-1;210;211.5;0;49;M;685727;9225370;P1
2023-09-05T00:01:40;-7.0054;112.681031667;11.1;-1;210;211.9;0;49;M;685695;9225321;P1
2023-09-05T00:01:51;-7.00587833333;112.680745;11.1;-1;208;211.8;0;49;M;685663;9225269;P1
2023-09-05T00:02:10;-7.00678;112.680241667;11.0;-1;208;209.1;0;49;M;685607;9225169;P1
2023-09-05T00:02:21;-7.00723333333;112.679983333;11.0;-1;208;209.5;0;49;M;685579;9225119;P1
2023-09-05T00:02:30;-7.00764166667;112.679756667;11.0;-1;208;209.1;0;49;M;685553;9225074;P1
2023-09-05T00:02:40;-7.00809833333;112.67951;11.0;-1;208;208.9;0;49;M;685526;9225024;P1
2023-09-05T00:02:51;-7.00859166667;112.679233333;11.0;-1;208;209.2;0;49;M;685495;9224969;P1
